"u_tarefa","u_matricula","u_nome","u_grupo_acionado","u_acao","u_status","u_data_e_hora_inicio","u_data_e_hora_fim","sys_created_on","sys_created_by","u_em_analise_por_historico","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:21:13","26/08/2024 00:21:13","26/08/2024 00:21:13","isoc_acesso","","","26/08/2024 00:21:13","isoc_acesso","0"
"TSK240800125183","isoc_acesso","isoc_acesso","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:19","26/08/2024 00:21:19","26/08/2024 00:21:19","isoc_acesso","","","26/08/2024 00:21:19","isoc_acesso","0"
"TSK240800125183","8059400","F8059400","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:21","26/08/2024 00:21:21","26/08/2024 00:21:21","F8059400","","","26/08/2024 00:21:21","F8059400","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:21:22","26/08/2024 00:21:22","26/08/2024 00:21:22","isoc_acesso","","","26/08/2024 00:21:22","isoc_acesso","0"
"TSK240800123857","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:21:22","","26/08/2024 00:21:22","system","","","26/08/2024 00:21:22","system","0"
"TSK240800123374","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:21:24","","26/08/2024 00:21:24","system","","","26/08/2024 00:21:24","system","0"
"TSK240800114679","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:25","26/08/2024 00:21:25","26/08/2024 00:21:25","wfm_agent","","","26/08/2024 00:21:25","wfm_agent","0"
"TSK240800123935","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:25","26/08/2024 00:21:25","26/08/2024 00:21:25","wfm_agent","","","26/08/2024 00:21:25","wfm_agent","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:21:26","26/08/2024 00:21:26","26/08/2024 00:21:26","isoc_acesso","","","26/08/2024 00:21:26","isoc_acesso","0"
"TSK240800125029","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:21:30","26/08/2024 00:21:30","26/08/2024 00:21:30","isoc_acesso","","","26/08/2024 00:21:30","isoc_acesso","0"
"TSK240800123951","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 00:20:51","26/08/2024 00:21:44","26/08/2024 00:20:51","system","","","26/08/2024 00:21:44","wfm_agent","1"
"TSK240800124323","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:54","26/08/2024 00:21:54","26/08/2024 00:21:54","wfm_agent","","","26/08/2024 00:21:54","wfm_agent","0"
"TSK240800124984","3710958","T3710958","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:58","26/08/2024 00:21:58","26/08/2024 00:21:58","T3710958","","","26/08/2024 00:21:58","T3710958","0"
"TSK240800121834","8060467","F8060467","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 00:22:25","26/08/2024 00:22:25","26/08/2024 00:22:25","F8060467","","","26/08/2024 00:22:25","F8060467","0"
"TSK240800124149","","","CAMPO FMMT TSL","Alteração de Status","Concluido","26/08/2024 00:22:50","","26/08/2024 00:22:50","system","","","26/08/2024 00:22:50","system","0"
"TSK240800114679","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:22:54","26/08/2024 00:22:54","26/08/2024 00:22:54","wfm_agent","","","26/08/2024 00:22:54","wfm_agent","0"
"TSK240800120798","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Concluído","26/08/2024 00:22:55","26/08/2024 00:22:55","26/08/2024 00:22:55","wfm_agent","","","26/08/2024 00:22:55","wfm_agent","0"
"TSK240800125120","System","wfm_agent","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:22:55","26/08/2024 00:22:55","26/08/2024 00:22:55","wfm_agent","","","26/08/2024 00:22:55","wfm_agent","0"
"TSK240800120798","","","CAMPO FMMT TRJ","Alteração de Status","Não Concluído","26/08/2024 00:00:32","26/08/2024 00:22:57","26/08/2024 00:00:32","system","","","26/08/2024 00:22:57","system","1"
"TSK240800125120","","","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:23:02","26/08/2024 00:23:02","26/08/2024 00:23:02","system","","","26/08/2024 00:23:02","system","0"
"TSK240800120798","","","CAMPO FMMT TRJ","Alteração de Status","Pendente","26/08/2024 00:22:57","26/08/2024 00:23:02","26/08/2024 00:22:57","system","","","26/08/2024 00:23:02","system","1"
"TSK240800123052","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:23:07","","26/08/2024 00:23:07","system","","","26/08/2024 00:23:07","system","0"
"TSK240800125110","System","wfm_agent","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:23:28","26/08/2024 00:23:28","26/08/2024 00:23:28","wfm_agent","","","26/08/2024 00:23:28","wfm_agent","0"
"TSK240800122259","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Concluído","26/08/2024 00:23:28","26/08/2024 00:23:28","26/08/2024 00:23:28","wfm_agent","","","26/08/2024 00:23:28","wfm_agent","0"
"TSK240800122259","","","CAMPO FMMT TRJ","Alteração de Status","Pendente","26/08/2024 00:23:30","26/08/2024 00:23:36","26/08/2024 00:23:30","system","","","26/08/2024 00:23:36","system","1"
"TSK240800125110","","","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:23:36","26/08/2024 00:23:36","26/08/2024 00:23:36","system","","","26/08/2024 00:23:36","system","0"
"TSK240800122259","","","CAMPO FMMT TRJ","Alteração de Status","Não Concluído","26/08/2024 00:23:36","","26/08/2024 00:23:36","system","","","26/08/2024 00:23:36","system","0"
"TSK240800122351","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:24:02","","26/08/2024 00:24:02","system","","","26/08/2024 00:24:02","system","0"
"TSK240800116527","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:24:04","","26/08/2024 00:24:04","system","","","26/08/2024 00:24:04","system","0"
"TSK240800124551","3335483","T3335483","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:24:13","26/08/2024 00:24:13","26/08/2024 00:24:13","T3335483","","","26/08/2024 00:24:13","T3335483","0"
"TSK240800122695","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:24:23","","26/08/2024 00:24:23","system","","","26/08/2024 00:24:23","system","0"
"TSK240800123347","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:24:25","","26/08/2024 00:24:25","system","","","26/08/2024 00:24:25","system","0"
"TSK240800124524","3335483","T3335483","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:24:46","26/08/2024 00:24:46","26/08/2024 00:24:46","T3335483","","","26/08/2024 00:24:46","T3335483","0"
"TSK240800123042","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:25:30","","26/08/2024 00:25:30","system","","","26/08/2024 00:25:30","system","0"
"TSK240800125101","System","wfm_agent","CAMPO FMO TNO","Anotações de Trabalho","Iniciado","26/08/2024 00:25:37","26/08/2024 00:25:37","26/08/2024 00:25:37","wfm_agent","","","26/08/2024 00:25:37","wfm_agent","0"
"TSK240800075772","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Pendente","26/08/2024 00:25:37","26/08/2024 00:25:37","26/08/2024 00:25:37","wfm_agent","","","26/08/2024 00:25:37","wfm_agent","0"
"TSK240800123007","","","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:25:50","26/08/2024 00:25:50","26/08/2024 00:25:50","system","","","26/08/2024 00:25:50","system","0"
"TSK240800125101","System","wfm_agent","CAMPO FMO TNO","Alteração de Status","Iniciado","26/08/2024 00:24:55","26/08/2024 00:25:50","26/08/2024 00:24:55","wfm_agent","","","26/08/2024 00:25:50","system","1"
"TSK240800123015","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:26:01","","26/08/2024 00:26:01","system","","","26/08/2024 00:26:01","system","0"
"TSK240800075772","","","CAMPO FMMT TNO","Alteração de Status","Pendente","26/08/2024 00:25:02","26/08/2024 00:26:03","26/08/2024 00:25:02","system","","","26/08/2024 00:26:03","system","1"
"TSK240800075772","","","CAMPO FMMT TNO","Alteração de Status","Não Iniciado","26/08/2024 00:26:03","","26/08/2024 00:26:03","system","","","26/08/2024 00:26:03","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:26:17","26/08/2024 00:26:17","26/08/2024 00:26:17","isoc_acesso","","","26/08/2024 00:26:17","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:26:20","26/08/2024 00:26:20","26/08/2024 00:26:20","isoc_acesso","","","26/08/2024 00:26:20","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:26:24","26/08/2024 00:26:24","26/08/2024 00:26:24","isoc_acesso","","","26/08/2024 00:26:24","isoc_acesso","0"
"TSK240800123963","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:26:58","","26/08/2024 00:26:58","system","","","26/08/2024 00:26:58","system","0"
"TSK240800123045","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:27:12","","26/08/2024 00:27:12","system","","","26/08/2024 00:27:12","system","0"
"TSK240800123229","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 00:27:22","","26/08/2024 00:27:22","system","","","26/08/2024 00:27:22","system","0"
"TSK240800119818","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:27:28","","26/08/2024 00:27:28","system","","","26/08/2024 00:27:28","system","0"
"TSK240800118904","","","CAMPO FMMT TNE 2","Alteração de Status","Não Iniciado","26/08/2024 00:27:46","","26/08/2024 00:27:46","system","","","26/08/2024 00:27:46","system","0"
"TSK240800118904","","","CAMPO FMMT TNE 2","Alteração de Status","Validar","26/08/2024 00:07:45","26/08/2024 00:27:46","26/08/2024 00:07:45","system","","","26/08/2024 00:27:46","system","1"
"TSK240800118904","","","CAMPO FMMT TNE 2","Anotações de Trabalho","Não Iniciado","26/08/2024 00:27:48","26/08/2024 00:27:48","26/08/2024 00:27:48","system","","","26/08/2024 00:27:48","system","0"
"TSK240800123953","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:27:52","","26/08/2024 00:27:52","system","","","26/08/2024 00:27:52","system","0"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 00:27:55","26/08/2024 00:27:55","26/08/2024 00:27:55","wfm_agent","","","26/08/2024 00:27:55","wfm_agent","0"
"TSK240800123786","System","wfm_agent","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 00:27:57","26/08/2024 00:27:57","26/08/2024 00:27:57","wfm_agent","","","26/08/2024 00:27:57","wfm_agent","0"
"TSK240800119918","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:28:24","","26/08/2024 00:28:24","system","","","26/08/2024 00:28:24","system","0"
"TSK240800121834","System","wfm_agent","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 00:28:26","26/08/2024 00:28:26","26/08/2024 00:28:26","wfm_agent","","","26/08/2024 00:28:26","wfm_agent","0"
"TSK240800122013","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:28:43","","26/08/2024 00:28:43","system","","","26/08/2024 00:28:43","system","0"
"TSK240800121162","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:29:19","","26/08/2024 00:29:19","system","","","26/08/2024 00:29:19","system","0"
"TSK240800125092","8061990","F8061990","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Iniciado","26/08/2024 00:03:29","26/08/2024 00:29:24","26/08/2024 00:03:29","F8061990","","","26/08/2024 00:29:24","F8058997","1"
"TSK240800125092","8058997","F8058997","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Rejeitado","26/08/2024 00:29:24","","26/08/2024 00:29:24","F8058997","","","26/08/2024 00:29:24","F8058997","0"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 00:29:28","26/08/2024 00:29:28","26/08/2024 00:29:28","wfm_agent","","","26/08/2024 00:29:28","wfm_agent","0"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Iniciado","26/08/2024 00:27:43","26/08/2024 00:29:29","26/08/2024 00:27:43","wfm_agent","","","26/08/2024 00:29:29","wfm_agent","1"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Pendente","26/08/2024 00:29:29","26/08/2024 00:29:30","26/08/2024 00:29:29","wfm_agent","","","26/08/2024 00:29:30","system","1"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 00:29:30","26/08/2024 00:29:30","26/08/2024 00:29:30","wfm_agent","","","26/08/2024 00:29:30","wfm_agent","0"
"TSK240800064985","","","CAMPO FMMT TSL","Alteração de Status","Não Iniciado","26/08/2024 00:29:36","","26/08/2024 00:29:36","system","","","26/08/2024 00:29:36","system","0"
"TSK240800064985","","","CAMPO FMMT TSL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:29:38","26/08/2024 00:29:38","26/08/2024 00:29:38","system","","","26/08/2024 00:29:38","system","0"
"TSK240800125193","8060757","F8060757","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 00:29:51","26/08/2024 00:29:51","26/08/2024 00:29:51","F8060757","","","26/08/2024 00:29:51","F8060757","0"
"TSK240800121468","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:29:53","","26/08/2024 00:29:53","system","","","26/08/2024 00:29:53","system","0"
"TSK240800123553","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:29:55","","26/08/2024 00:29:55","system","","","26/08/2024 00:29:55","system","0"
"TSK240800123933","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:29:57","","26/08/2024 00:29:57","system","","","26/08/2024 00:29:57","system","0"
"TSK240800123577","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 00:30:27","26/08/2024 00:30:27","26/08/2024 00:30:27","wfm_agent","","","26/08/2024 00:30:27","wfm_agent","0"
"TSK240800099966","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:30:27","26/08/2024 00:30:27","26/08/2024 00:30:27","wfm_agent","","","26/08/2024 00:30:27","wfm_agent","0"
"TSK240800121241","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:30:34","","26/08/2024 00:30:34","system","","","26/08/2024 00:30:34","system","0"
"TSK240800123577","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:30:37","","26/08/2024 00:30:37","system","","","26/08/2024 00:30:37","system","0"
"TSK240800121592","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:30:44","","26/08/2024 00:30:44","system","","","26/08/2024 00:30:44","system","0"
"TSK240800123749","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:30:46","","26/08/2024 00:30:46","system","","","26/08/2024 00:30:46","system","0"
"TSK240800121658","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 00:30:55","26/08/2024 00:30:55","26/08/2024 00:30:55","wfm_agent","","","26/08/2024 00:30:55","wfm_agent","0"
"TSK240800120852","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:30:56","","26/08/2024 00:30:56","system","","","26/08/2024 00:30:56","system","0"
"TSK240700133173","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:30:59","","26/08/2024 00:30:59","system","","","26/08/2024 00:30:59","system","0"
"TSK240800125202","8005748","F8005748","CAMPO FMMT TSL","Alteração de Status","Não Iniciado","26/08/2024 00:31:14","26/08/2024 00:31:14","26/08/2024 00:31:14","F8005748","","","26/08/2024 00:31:14","F8005748","1"
"TSK240800125202","8005748","F8005748","CAMPO FMMT TSL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:31:14","26/08/2024 00:31:14","26/08/2024 00:31:14","F8005748","","","26/08/2024 00:31:14","F8005748","0"
"TSK240800125202","8005748","F8005748","CAMPO FMMT TSL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:31:14","26/08/2024 00:31:14","26/08/2024 00:31:14","F8005748","","","26/08/2024 00:31:14","F8005748","0"
"TSK240700048387","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:31:17","","26/08/2024 00:31:17","system","","","26/08/2024 00:31:17","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:31:18","26/08/2024 00:31:18","26/08/2024 00:31:18","isoc_acesso","","","26/08/2024 00:31:18","isoc_acesso","0"
"TSK240800123899","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:31:19","","26/08/2024 00:31:19","system","","","26/08/2024 00:31:19","system","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:31:21","26/08/2024 00:31:21","26/08/2024 00:31:21","isoc_acesso","","","26/08/2024 00:31:21","isoc_acesso","0"
"TSK240800123644","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:31:22","","26/08/2024 00:31:22","system","","","26/08/2024 00:31:22","system","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:31:24","26/08/2024 00:31:24","26/08/2024 00:31:24","isoc_acesso","","","26/08/2024 00:31:24","isoc_acesso","0"
"TSK240800124798","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 00:31:24","26/08/2024 00:31:24","26/08/2024 00:31:24","wfm_agent","","","26/08/2024 00:31:24","wfm_agent","0"
"TSK240800125202","8005748","F8005748","CAMPO FMMT TSL","Alteração de Status","Pendente","26/08/2024 00:31:14","26/08/2024 00:31:46","26/08/2024 00:31:14","F8005748","","","26/08/2024 00:31:46","system","1"
"TSK240800123647","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:31:47","","26/08/2024 00:31:47","system","","","26/08/2024 00:31:47","system","0"
"TSK240800123740","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 00:31:53","","26/08/2024 00:31:53","system","","","26/08/2024 00:31:53","system","0"
